locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBLCLPDI_00746	CDS	501				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00747	CDS	1392				primase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00748	CDS	360				head-tail adaptor protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00749	CDS	408				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00750	CDS	477				HNH endonuclease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00751	CDS	153				hypothetical protein
MBLCLPDI_00752	CDS	465				phage terminase small subunit P27 family, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00753	CDS	1710				terminase large subunit, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00754	CDS	186				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00755	CDS	1119				phage portal protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00756	CDS	1521				phage major capsid protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00757	CDS	423				transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00758	CDS	279				phage gp6-like head-tail connector protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00759	tRNA	88				tRNA-Ser(cga)
MBLCLPDI_00760	CDS	669				RNase HI, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00761	CDS	1158				hydroxymethylglutaryl-CoA synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00762	CDS	627				LexA repressor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00763	CDS	252				hypothetical protein
MBLCLPDI_00764	CDS	228				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00765	CDS	639				1-acyl-sn-glycerol-3-phosphate acyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00766	CDS	756				tRNA1(Val) (adenine(37)-N6)-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00767	CDS	291				GIY-YIG nuclease family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00768	CDS	993				D-2-hydroxyacid dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00769	CDS	789				30S ribosomal protein S2, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00770	CDS	876				elongation factor Ts, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00771	CDS	723				UMP kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00772	CDS	564				ribosome-recycling factor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00773	CDS	1173				group II intron reverse transcriptase/maturase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00774	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_00775	CDS	765				isoprenyl transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00776	CDS	786				phosphatidate cytidylyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00777	CDS	1275				RIP metalloprotease RseP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00778	CDS	1734				proline--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00779	CDS	4332				DNA polymerase III subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00780	CDS	474				ribosome maturation factor RimP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00781	CDS	1188				transcription termination/antitermination protein NusA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00782	CDS	282				hypothetical protein
MBLCLPDI_00783	CDS	312				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00784	CDS	2259				translation initiation factor IF-2, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00785	CDS	360				ribosome-binding factor A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00786	CDS	906				tRNA pseudouridine(55) synthase TruB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00787	CDS	948				riboflavin biosynthesis protein RibF, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00788	CDS	372				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00789	CDS	1053				HrcA family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00790	CDS	573				nucleotide exchange factor GrpE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00791	CDS	1866				molecular chaperone DnaK, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00792	CDS	1152				molecular chaperone DnaJ, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00793	CDS	1836				elongation factor 4, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00794	CDS	1161				site-specific integrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00795	CDS	735				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00796	CDS	228				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00797	CDS	450				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00798	CDS	459				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00799	CDS	105				hypothetical protein
MBLCLPDI_00800	CDS	261				LexA repressor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00801	CDS	1416				dipeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00802	CDS	1077				Ldh family oxidoreductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00803	CDS	960				L-lactate dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00804	CDS	180				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00805	CDS	339				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00806	CDS	960				50S ribosomal protein L11 methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00807	CDS	741				16S rRNA (uracil(1498)-N(3))-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00808	CDS	336				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00809	CDS	2238				bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00810	CDS	438				D-aminoacyl-tRNA deacylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00811	CDS	849				aminoglycoside phosphotransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00812	CDS	1803				aspartate--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00813	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_00814	CDS	744				amino acid ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00815	CDS	1512				ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00816	CDS	192				30S ribosomal protein S21, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00817	CDS	447				GatB/YqeY domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00818	CDS	978				linear amide C-N hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00819	CDS	1233				argininosuccinate synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00820	CDS	1386				argininosuccinate lyase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00821	CDS	573				biotin transporter BioY, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00822	CDS	972				biotin--[acetyl-CoA-carboxylase] ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00823	CDS	1008				PhoH family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00824	CDS	480				endoribonuclease YbeY, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00825	CDS	396				diacylglycerol kinase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00826	CDS	906				GTPase Era, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00827	CDS	786				DNA repair protein RecO, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00828	CDS	987				glycine--tRNA ligase subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00829	CDS	2076				glycine--tRNA ligase subunit beta, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00830	CDS	1866				DNA primase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00831	CDS	1143				RNA polymerase sigma factor RpoD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00832	CDS	1185				amino acid aminotransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00833	CDS	1383				ISLre2-like element ISLre2 family transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00834	CDS	708				tRNA (adenine(22)-N(1))-methyltransferase TrmK, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00835	CDS	825				Nif3-like dinuclear metal center hexameric protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00836	CDS	1251				peptidase T, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00837	CDS	204				hypothetical protein
MBLCLPDI_00838	CDS	3348				DNA polymerase III subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00839	CDS	1422				pyruvate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00840	CDS	882				S1 RNA-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00841	CDS	894				integrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00842	CDS	357				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00843	CDS	792				segregation/condensation protein A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00844	CDS	606				SMC-Scp complex subunit ScpB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00845	CDS	717				rRNA pseudouridine synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00846	CDS	579				ECF transporter S component, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00847	CDS	1026				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00848	CDS	1440				ATP-dependent DNA helicase RecQ, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00849	CDS	573				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00850	CDS	687				cytidylate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00851	CDS	1251				30S ribosomal protein S1, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00852	CDS	1314				ribosome biogenesis GTPase Der, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00853	CDS	276				HU family DNA-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00854	CDS	1266				tetratricopeptide repeat protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00855	CDS	1212				CCA-adding enzyme, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00856	CDS	1911				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00857	CDS	963				thymidylate synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00858	CDS	489				dihydrofolate reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00859	CDS	645				hemolysin III, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00860	CDS	843				DegV family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00861	CDS	927				lipase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00862	CDS	603				hypothetical protein
MBLCLPDI_00863	CDS	222				YozE family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00864	CDS	873				ribosome biogenesis GTPase YlqF, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00865	CDS	771				ribonuclease HII, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00866	CDS	876				DNA-protecting protein DprA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00867	CDS	2121				type I DNA topoisomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00868	CDS	879				aldose 1-epimerase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00869	CDS	630				glycerol-3-phosphate acyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00870	CDS	2010				DNA topoisomerase IV subunit B, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00871	CDS	2466				DNA topoisomerase IV subunit A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00872	CDS	468				NUDIX domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00873	CDS	936				manganese-dependent inorganic pyrophosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00874	CDS	969				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_00875	CDS	390				iron-sulfur cluster biosynthesis family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00876	CDS	237				hypothetical protein
MBLCLPDI_00877	CDS	141				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00878	CDS	495				N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00879	CDS	384				Asp23/Gls24 family envelope stress response protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00880	CDS	192				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00881	CDS	546				alkaline shock response membrane anchor protein AmaP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00882	CDS	1530				gluconokinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00883	CDS	1005				LacI family DNA-binding transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00884	CDS	1137				gluconate permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00885	CDS	1266				recombinase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00886	CDS	858				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00887	CDS	522				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00888	CDS	405				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00889	CDS	405				ImmA/IrrE family metallo-endopeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00890	CDS	291				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00891	CDS	216				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00892	CDS	774				phage repressor protein/antirepressor Ant, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00893	CDS	129				hypothetical protein
MBLCLPDI_00894	CDS	123				hypothetical protein
MBLCLPDI_00895	CDS	204				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00896	CDS	249				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00897	CDS	204				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00898	CDS	177				hypothetical protein
MBLCLPDI_00899	CDS	273				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00900	CDS	930				DNA recombination protein RecT, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00901	CDS	825				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00902	CDS	858				primosomal replication protein N, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00903	CDS	330				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00904	CDS	372				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00905	CDS	93				hypothetical protein
MBLCLPDI_00906	CDS	279				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00907	CDS	153				hypothetical protein
MBLCLPDI_00908	CDS	195				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00909	CDS	261				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00910	CDS	342				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00911	CDS	189				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00912	CDS	285				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00913	CDS	312				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00914	CDS	144				hypothetical protein
MBLCLPDI_00915	CDS	423				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00916	CDS	207				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00917	CDS	669				phosphoadenosine phosphosulfate reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00918	CDS	426				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00919	CDS	780				nuclease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00920	CDS	504				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
